symbol,company,anex,acqName,date,pid,tkdAcqm,buyValue,sellValue,buyQuantity,sellquantity,secType,secAcq,did,tdpTransactionType,tdpDerivativeContractType,xbrl,personCategory,befAcqSharesNo,befAcqSharesPer,secVal,securitiesTypePost,afterAcqSharesNo,afterAcqSharesPer,acqfromDt,acqtoDt,intimDt,acqMode,derivativeType,exchange,remarks
M&M,Mahindra & Mahindra Limited,7(2),Amol Tawde,2025-06-13 22:16:00,1183727,,0,0,0,0,Equity Shares,935.0,543891,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183727_1466647_13062025101629_WEB.xml,Employees/Designated Employees,15514.0,0.0,2810610.0,Equity Shares,16449.0,0.0,,,,ESOP,,NA,
SAJHOTELS,Saj Hotels Limited,7(2),LA-TIM LIFE STYLE AND RESORTS LIMITED,2025-06-13 21:29:00,1183725,,0,0,0,0,Equity Shares,20000.0,543886,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183725_1466634_13062025092938_WEB.xml,Promoter Group,14000.0,0.0,1384200.0,Equity Shares,34000.0,0.0,,,,Market Purchase,,NSE,
JUBLINGREA,Jubilant Ingrevia Limited,7(2),SPB Trustee CO PL & SS Trustee CO PL,2025-06-13 21:00:00,1183722,,0,0,0,0,Equity Shares,3623460.0,543882,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183722_1466626_13062025090002_WEB.xml,Promoter Group,32861161.0,20.63,2449458960.0,Equity Shares,29237701.0,18.36,,,,Others,,NSE,
JUBLINGREA,Jubilant Ingrevia Limited,7(2),Jubilant Enpro Private Ltd,2025-06-13 21:00:00,1183722,,0,0,0,0,Equity Shares,2225000.0,543883,Pledge Revoke,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183722_1466626_13062025090002_WEB.xml,Promoter Group,2827071.0,1.77,1513445000.0,Equity Shares,2827071.0,1.77,,,,Revokation of Pledge,,NA,
JUBLINGREA,Jubilant Ingrevia Limited,7(2),Jubilant Enpro Private Ltd,2025-06-13 21:00:00,1183722,,0,0,0,0,Equity Shares,2827071.0,543881,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183722_1466626_13062025090002_WEB.xml,Promoter Group,2827071.0,1.77,1911099996.0,Equity Shares,,0.0,,,,Others,,NSE,
JUBLINGREA,Jubilant Ingrevia Limited,7(2),HSB Trustee Company Private Limited and HS Trustee Company Private Limited jointly acting as trustee on behalf of Hari Shanker Bhartia Family Trust,2025-06-13 21:00:00,1183722,,0,0,0,0,Equity Shares,800000.0,543880,Pledge,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183722_1466626_13062025090002_WEB.xml,Promoter Group,30257475.0,19.0,544160000.0,Equity Shares,30257475.0,19.0,,,,Pledge Creation,,NSE,
JUBLINGREA,Jubilant Ingrevia Limited,7(2),Nikita Resources Pvt Ltd,2025-06-13 21:00:00,1183722,,0,0,0,0,Equity Shares,3504540.0,543879,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183722_1466626_13062025090002_WEB.xml,Promoters,3504540.0,2.2,2370407961.0,Equity Shares,,0.0,,,,Others,,NSE,
JUBLINGREA,Jubilant Ingrevia Limited,7(2),SPB Trustee CO PL & SS Trustee CO PL,2025-06-13 21:00:00,1183722,,0,0,0,0,Equity Shares,800000.0,543878,Pledge,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183722_1466626_13062025090002_WEB.xml,Promoter Group,32861161.0,20.63,544160000.0,Equity Shares,32861161.0,20.63,,,,Pledge Creation,,NA,
SALASAR,Salasar Techno Engineering Limited,7(2),SHIKHAR FABTECH PVT LTD,2025-06-13 20:59:00,1183721,,0,0,0,0,Equity Shares,4432321.0,543877,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183721_1466624_13062025085907_WEB.xml,Promoter Group,71319179.0,4.13,39736589.0,Equity Shares,66886858.0,3.87,,,,Market Sale,,NSE,
SALASAR,Salasar Techno Engineering Limited,7(2),ALOK KUMAR,2025-06-13 20:59:00,1183721,,0,0,0,0,Equity Shares,2011000.0,543874,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183721_1466624_13062025085907_WEB.xml,Promoters,54744588.0,3.17,17978340.0,Equity Shares,52733588.0,3.05,,,,Market Sale,,NSE,
SALASAR,Salasar Techno Engineering Limited,7(2),TRIPTI GUPTA,2025-06-13 20:59:00,1183721,,0,0,0,0,Equity Shares,12000.0,543875,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183721_1466624_13062025085907_WEB.xml,Promoters,27061905.0,1.57,111600.0,Equity Shares,27049905.0,1.57,,,,Market Sale,,NSE,
SALASAR,Salasar Techno Engineering Limited,7(2),BASE ENGINEERING LLP,2025-06-13 20:59:00,1183721,,0,0,0,0,Equity Shares,5265112.0,543876,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183721_1466624_13062025085907_WEB.xml,Promoter Group,13603458.0,0.79,47411777.0,Equity Shares,8338346.0,0.48,,,,Market Sale,,NSE,
SAJHOTELS,Saj Hotels Limited,7(2),LA-TIM LIFE STYLE AND RESORTS LIMITED,2025-06-13 20:39:00,1183718,,0,0,0,0,Equity Shares,2000.0,543870,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183718_1466618_13062025083919_WEB.xml,Promoter Group,10000.0,0.0,70.0,Equity Shares,12000.0,0.0,,,,Market Purchase,,NSE,
KPITTECH,KPIT Technologies Limited,7(2),Samir Kulkarni,2025-06-13 20:03:00,1183715,,0,0,0,0,Equity Shares,7000.0,543864,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183715_1466605_13062025080312_WEB.xml,Other,60179.0,0.02,9467430.0,Equity Shares,53179.0,0.02,,,,ESOP,,NSE,
CAPTRUST,Capital Trust Limited,7(2),Yogen Khosla,2025-06-13 19:36:00,1183713,,0,0,0,0,Equity Shares,53505.0,543861,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183713_1466585_13062025073644_WEB.xml,Promoters,5356647.0,31.49,5173461.0,Equity Shares,5303142.0,31.18,,,,Market Sale,,NSE,
CAPTRUST,Capital Trust Limited,7(2),Yogen Khosla,2025-06-13 19:36:00,1183713,,0,0,0,0,Equity Shares,80761.0,543862,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183713_1466585_13062025073644_WEB.xml,Promoters,5303142.0,31.18,7808926.0,Equity Shares,5222381.0,30.7,,,,Market Sale,,NSE,
JUBLFOOD,Jubilant Foodworks Limited,7(2),Jubilant Consumer Private Limited,2025-06-13 19:23:00,1183711,,0,0,0,0,Equity Shares,10980000.0,543858,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183711_1466580_13062025072346_WEB.xml,Promoters,276732415.0,41.94,7268764712.0,Equity Shares,265752415.0,40.27,,,,Others,,NSE,
M&MFIN,Mahindra & Mahindra Financial Services Limited,7(2),Sandeep Mandrekar,2025-06-13 18:39:00,1183709,,0,0,0,0,Equity Shares,7700.0,543856,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183709_1466555_13062025063949_WEB.xml,Employees/Designated Employees,69952.0,0.01,2157309.0,Equity Shares,62252.0,0.0,,,,Market Sale,,NSE,
RSSOFTWARE,R. S. Software (India) Limited,7(2),Rajnit Rai Jain,2025-06-13 18:28:00,1183707,,0,0,0,0,Equity Shares,12055.0,543851,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183707_1466536_13062025062807_WEB.xml,Promoters,10116273.0,39.16,751750.0,Equity Shares,10128328.0,39.21,,,,Market Purchase,,NSE,
NIITMTS,Niit Learning Systems Limited,7(2),Jaydip Gupta,2025-06-13 18:24:00,1183705,,0,0,0,0,Equity Shares,6666.0,543849,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183705_1466531_13062025062442_WEB.xml,,27298.0,0.02,2380095.0,Equity Shares,20632.0,0.02,,,,Market Sale,,BSE,
NIITMTS,Niit Learning Systems Limited,7(2),Jaydip Gupta,2025-06-13 18:24:00,1183705,,0,0,0,0,Equity Shares,6666.0,543848,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183705_1466531_13062025062442_WEB.xml,,20632.0,0.02,341165.0,Equity Shares,27298.0,0.02,,,,ESOP,,NA,
KPITTECH,KPIT Technologies Limited,7(2),Ajay Bhagwat,2025-06-13 18:20:00,1183702,,0,0,0,0,Equity Shares,73500.0,543841,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183702_1466526_13062025062054_WEB.xml,Promoters,2419084.0,0.88,100378088.0,Equity Shares,2345584.0,0.86,,,,Market Sale,,NSE,
SURAKSHA,Suraksha Diagnostic Limited,7(2),Dr. Somnath Chatterjee,2025-06-13 18:19:00,1183701,,0,0,0,0,Equity Shares,7590.0,543840,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183701_1466523_13062025061950_WEB.xml,Promoters,2599688.0,4.99,2485049.0,Equity Shares,2607278.0,5.01,,,,Market Purchase,,NSE,
GEOJITFSL,Geojit Financial Services Limited,7(2),BNP Paribas SA,2025-06-13 18:14:00,1183698,,0,0,0,0,Equity Shares,1510000.0,543837,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183698_1466515_13062025061447_WEB.xml,Promoters,64670634.0,23.18,133055046.0,Equity Shares,63160634.0,22.64,,,,Market Sale,,NSE,
STLTECH,Sterlite Technologies Limited,7(2),Ankit Agarwal,2025-06-13 18:13:00,1183696,,0,0,0,0,Equity Shares,257610.0,543834,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183696_1466510_13062025061301_WEB.xml,Promoter Group,961066.0,0.2,22032948.0,Equity Shares,1218676.0,0.25,,,,Market Purchase,,NSE,
STLTECH,Sterlite Technologies Limited,7(2),Pravin Agarwal,2025-06-13 18:13:00,1183696,,0,0,0,0,Equity Shares,735000.0,543835,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183696_1466510_13062025061301_WEB.xml,Promoter Group,125000.0,0.03,63126940.0,Equity Shares,860000.0,0.18,,,,Market Purchase,,NSE,
NAM-INDIA,Nippon Life India Asset Management Limited,7(2),Sundeep Sikka,2025-06-13 18:05:00,1183694,,0,0,0,0,Equity Shares,150000.0,543828,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183694_1466507_13062025060550_WEB.xml,Director,260000.0,0.04,30375000.0,Equity Shares,410000.0,0.07,,,,ESOP,,NA,
NAM-INDIA,Nippon Life India Asset Management Limited,7(2),Sushil Hari Prasad Budhia,2025-06-13 18:05:00,1183694,,0,0,0,0,Equity Shares,5500.0,543829,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183694_1466507_13062025060550_WEB.xml,Employees/Designated Employees,,0.0,1228260.0,Equity Shares,5500.0,0.0,,,,ESOP,,NA,
NAM-INDIA,Nippon Life India Asset Management Limited,7(2),Vikram Dhawan,2025-06-13 18:05:00,1183694,,0,0,0,0,Equity Shares,1641.0,543830,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183694_1466507_13062025060550_WEB.xml,Employees/Designated Employees,3459.0,0.0,16410.0,Equity Shares,5100.0,0.0,,,,ESOP,,NA,
NAM-INDIA,Nippon Life India Asset Management Limited,7(2),Vivek Sharma,2025-06-13 18:05:00,1183694,,0,0,0,0,Equity Shares,11173.0,543831,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183694_1466507_13062025060550_WEB.xml,Employees/Designated Employees,1662.0,0.0,2262533.0,Equity Shares,12835.0,0.0,,,,ESOP,,NA,
NAM-INDIA,Nippon Life India Asset Management Limited,7(2),Bhushan Shenolikar,2025-06-13 18:05:00,1183694,,0,0,0,0,Equity Shares,1906.0,543821,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183694_1466507_13062025060550_WEB.xml,Employees/Designated Employees,,0.0,471926.0,Equity Shares,1906.0,0.0,,,,ESOP,,NA,
NAM-INDIA,Nippon Life India Asset Management Limited,7(2),Krishna Poojari,2025-06-13 18:05:00,1183694,,0,0,0,0,Equity Shares,6481.0,543822,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183694_1466507_13062025060550_WEB.xml,Employees/Designated Employees,,0.0,1312403.0,Equity Shares,6481.0,0.0,,,,ESOP,,NA,
NAM-INDIA,Nippon Life India Asset Management Limited,7(2),Muneesh Sud,2025-06-13 18:05:00,1183694,,0,0,0,0,Equity Shares,14135.0,543823,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183694_1466507_13062025060550_WEB.xml,Employees/Designated Employees,,0.0,5268256.0,Equity Shares,14135.0,0.0,,,,ESOP,,NA,
NAM-INDIA,Nippon Life India Asset Management Limited,7(2),Pranay Kumar Sinha,2025-06-13 18:05:00,1183694,,0,0,0,0,Equity Shares,3500.0,543824,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183694_1466507_13062025060550_WEB.xml,Employees/Designated Employees,1000.0,0.0,1304485.0,Equity Shares,4500.0,0.0,,,,ESOP,,NA,
NAM-INDIA,Nippon Life India Asset Management Limited,7(2),Rajeev Bhargava,2025-06-13 18:05:00,1183694,,0,0,0,0,Equity Shares,1700.0,543825,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183694_1466507_13062025060550_WEB.xml,Employees/Designated Employees,,0.0,633607.0,Equity Shares,1700.0,0.0,,,,ESOP,,NA,
NAM-INDIA,Nippon Life India Asset Management Limited,7(2),Shashank Shekhar,2025-06-13 18:05:00,1183694,,0,0,0,0,Equity Shares,808.0,543827,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183694_1466507_13062025060550_WEB.xml,Employees/Designated Employees,13888.0,0.0,8080.0,Equity Shares,14696.0,0.0,,,,ESOP,,NA,
NAM-INDIA,Nippon Life India Asset Management Limited,7(2),Saugata Chatterjee,2025-06-13 18:05:00,1183694,,0,0,0,0,Equity Shares,18000.0,543826,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183694_1466507_13062025060550_WEB.xml,Employees/Designated Employees,3218.0,0.0,4019760.0,Equity Shares,21218.0,0.0,,,,ESOP,,NA,
SAJHOTELS,Saj Hotels Limited,7(3),LA-TIM LIFE STYLE AND RESORTS LIMITED,2025-06-13 17:57:00,1183691,,0,0,0,0,Equity Shares,10000.0,543808,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183691_1466497_13062025055725_WEB.xml,,4000.0,0.0,68.0,Equity Shares,14000.0,0.0,,,,Market Purchase,,NSE,
INTLCONV,International Conveyors Limited,7(2),Elpro International Limited,2025-06-13 17:56:00,1183690,,0,0,0,0,Equity Shares,30263.0,543807,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183690_1466493_13062025055626_WEB.xml,Promoter Group,380584.0,0.6,2569211.0,Equity Shares,410847.0,0.65,,,,Market Purchase,,NSE,
PIIND,PI Industries Limited,7(2),Bhavina,2025-06-13 17:30:00,1183686,,0,0,0,0,Equity Shares,300.0,543803,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183686_1466473_13062025053004_WEB.xml,Immediate relative,1300.0,0.0,1192500.0,Equity Shares,1000.0,0.0,,,,Market Sale,,NSE,
STARTECK,Starteck Finance Limited,7(2),SW Capital Private Limited,2025-06-13 17:15:00,1183681,,0,0,0,0,Equity Shares,122.0,543793,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183681_1466458_13062025051543_WEB.xml,Promoters,1023249.0,10.32,34648.0,Equity Shares,1023371.0,10.33,,,,Market Purchase,,BSE,
WSI,W S Industries (I) Limited,7(2),S. Aravindan,2025-06-13 17:10:00,1183679,,0,0,0,0,Equity Shares,5000.0,543791,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183679_1466455_13062025051034_WEB.xml,Promoters,4433412.0,6.99,364000.0,Equity Shares,4438412.0,7.0,,,,Market Purchase,,NSE,
WSI,W S Industries (I) Limited,7(2),S. Anandavadivel,2025-06-13 17:10:00,1183679,,0,0,0,0,Equity Shares,10000.0,543790,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183679_1466455_13062025051034_WEB.xml,Promoters,4547407.0,7.17,728000.0,Equity Shares,4557407.0,7.19,,,,Market Purchase,,NSE,
SIGNPOST,Signpost India Limited,7(2),Pramina Suchanti,2025-06-13 16:50:00,1183677,,0,0,0,0,Equity Shares,29778.0,543787,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183677_1466445_13062025045045_WEB.xml,Promoters,162421.0,0.3,5916014.0,Equity Shares,132643.0,0.25,,,,Market Sale,,NSE,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Parmeshwar Bang,2025-06-13 16:50:00,1183676,,0,0,0,0,Equity Shares,1100.0,543786,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183676_1466443_13062025045014_WEB.xml,Employees/Designated Employees,10970.0,0.01,1927999.0,Equity Shares,9870.0,0.01,,,,Market Sale,,NSE,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Parmeshwar Bang,2025-06-13 16:50:00,1183676,,0,0,0,0,Equity Shares,1100.0,543785,Pledge Revoke,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183676_1466443_13062025045014_WEB.xml,Employees/Designated Employees,10970.0,0.01,1927999.0,Equity Shares,10970.0,0.01,,,,Revokation of Pledge,,NA,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Vikas Khare,2025-06-13 16:50:00,1183676,,0,0,0,0,Equity Shares,950.0,543784,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183676_1466443_13062025045014_WEB.xml,Employees/Designated Employees,7070.0,0.01,1665676.0,Equity Shares,6120.0,0.0,,,,Market Sale,,NSE,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Sandeep Phadnis,2025-06-13 16:50:00,1183676,,0,0,0,0,Equity Shares,1000.0,543783,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183676_1466443_13062025045014_WEB.xml,Key Managerial Personnel,1000.0,0.0,1755623.0,Equity Shares,,0.0,,,,Market Sale,,NSE,
EXCELINDUS,Excel Industries Limited,7(2),Shruti Atul Shroff,2025-06-13 16:48:00,1183675,,0,0,0,0,Equity Shares,59784.0,543782,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183675_1466438_13062025044835_WEB.xml,Promoters,81802.0,0.65,0.0,Equity Shares,22018.0,0.18,,,,Off Market,,NA,
ORIENTBELL,Orient Bell Limited,7(2),Mahendra K Daga,2025-06-13 16:42:00,1183672,,0,0,0,0,Equity Shares,2000.0,543775,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183672_1466430_13062025044210_WEB.xml,Promoters,3004071.0,20.48,618260.0,Equity Shares,3006071.0,20.49,,,,Market Purchase,,NSE,
ORIENTBELL,Orient Bell Limited,7(2),Mahendra K Daga (HUF),2025-06-13 16:42:00,1183672,,0,0,0,0,Equity Shares,400.0,543776,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183672_1466430_13062025044210_WEB.xml,Promoter Group,474975.0,3.24,122716.0,Equity Shares,475375.0,3.24,,,,Market Purchase,,NSE,
ORIENTBELL,Orient Bell Limited,7(2),Sarla Daga,2025-06-13 16:42:00,1183672,,0,0,0,0,Equity Shares,270.0,543774,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183672_1466430_13062025044210_WEB.xml,Promoter Group,2284622.0,15.57,83160.0,Equity Shares,2284892.0,15.58,,,,Market Purchase,,NSE,
TRANSRAILL,Transrail Lighting Limited,7(2),Asiana Fund I,2025-06-13 16:24:00,1183669,,0,0,0,0,Equity Shares,105651.0,543769,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183669_1466418_13062025042436_WEB.xml,Other,7199740.0,5.36,71454338.0,Equity Shares,7094089.0,5.28,,,,Market Sale,,NSE,
TRANSRAILL,Transrail Lighting Limited,7(2),Asiana Fund I,2025-06-13 16:23:00,1183668,,0,0,0,0,Equity Shares,105651.0,543768,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183668_1466414_13062025042323_WEB.xml,Other,7199740.0,5.36,71454338.0,Equity Shares,7094089.0,5.28,,,,Market Sale,,NSE,
DHRUV,Dhruv Consultancy Services Limited,7(2),Pandurang B Dandawate,2025-06-13 16:17:00,1183667,,0,0,0,0,Equity Shares,44.0,543767,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183667_1466402_13062025041714_WEB.xml,Promoters,4041979.0,21.31,3065.0,Equity Shares,4042023.0,21.31,,,,Market Purchase,,NSE,
WIPRO,Wipro Limited,7(2),Sanuber Grohe,2025-06-13 16:15:00,1183664,,0,0,0,0,ADR/GDR/FCCB,563.0,543764,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183664_1466399_13062025041546_WEB.xml,Employees/Designated Employees,563.0,0.0,145182.0,ADR/GDR/FCCB,,0.0,,,,Market Sale,,NA,
NCLIND,NCL Industries Limited,7(2),P S Raju,2025-06-13 16:14:00,1183663,,0,0,0,0,Equity Shares,6283.0,543763,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183663_1466396_13062025041423_WEB.xml,Promoter Group,36283.0,0.08,1379810.0,Equity Shares,30000.0,0.07,,,,Market Sale,,NSE,
DHRUV,Dhruv Consultancy Services Limited,7(2),Pandurang B Dandawate HUF,2025-06-13 16:11:00,1183660,,0,0,0,0,Equity Shares,44.0,543760,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183660_1466391_13062025041146_WEB.xml,Other,1325.0,0.01,3082.0,Equity Shares,1369.0,0.01,,,,Market Purchase,,NSE,
AARTIPHARM,Aarti Pharmalabs Limited,7(2),Tulip Family Trust,2025-06-13 16:06:00,1183658,,0,0,0,0,Equity Shares,25000.0,543758,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183658_1466380_13062025040619_WEB.xml,Promoter Group,607500.0,0.67,23334710.0,Equity Shares,582500.0,0.64,,,,Market Sale,,NSE,
ETML,Emerald Tyre Manufacturers Limited,7(2),Thirupathi Venkatachalam,2025-06-13 15:50:00,1183654,,0,0,0,0,Equity Shares,564500.0,543755,Pledge,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183654_1466373_13062025035050_WEB.xml,Promoter Group,1701000.0,8.73,70082675.0,Equity Shares,1701000.0,8.73,,,,Pledge Creation,,NSE,
ETML,Emerald Tyre Manufacturers Limited,7(2),Chandhrasekharan Venkatachalam Thirupathi,2025-06-13 15:50:00,1183654,,0,0,0,0,Equity Shares,70000.0,543754,Pledge,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183654_1466373_13062025035050_WEB.xml,Promoters,6871948.0,35.28,8690500.0,Equity Shares,6871948.0,35.28,,,,Pledge Creation,,NSE,
ETML,Emerald Tyre Manufacturers Limited,7(2),Kannaki Thirupathi,2025-06-13 15:50:00,1183654,,0,0,0,0,Equity Shares,305000.0,543756,Pledge,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183654_1466373_13062025035050_WEB.xml,Promoter Group,680000.0,3.49,37865750.0,Equity Shares,680000.0,3.49,,,,Pledge Creation,,NSE,
INFY,Infosys Limited,7(2),Ruchir Budhwar,2025-06-13 15:44:00,1183653,,0,0,0,0,ADR/GDR/FCCB,2258.0,543741,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183653_1466370_13062025034456_WEB.xml,,21617.0,0.0,3584654.0,ADR/GDR/FCCB,19359.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Sourav S Banerjee,2025-06-13 15:44:00,1183653,,0,0,0,0,ADR/GDR/FCCB,1830.0,543742,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183653_1466370_13062025034456_WEB.xml,,37932.0,0.0,2905189.0,ADR/GDR/FCCB,39762.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Sourav S Banerjee,2025-06-13 15:44:00,1183653,,0,0,0,0,ADR/GDR/FCCB,1830.0,543743,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183653_1466370_13062025034456_WEB.xml,,39762.0,0.0,2905189.0,ADR/GDR/FCCB,37932.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Subhro Mallik,2025-06-13 15:44:00,1183653,,0,0,0,0,ADR/GDR/FCCB,1526.0,543744,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183653_1466370_13062025034456_WEB.xml,,46218.0,0.0,2422579.0,ADR/GDR/FCCB,47744.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Subhro Mallik,2025-06-13 15:44:00,1183653,,0,0,0,0,ADR/GDR/FCCB,1526.0,543745,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183653_1466370_13062025034456_WEB.xml,,47744.0,0.0,2422579.0,ADR/GDR/FCCB,46218.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Sunil Senan,2025-06-13 15:44:00,1183653,,0,0,0,0,ADR/GDR/FCCB,1678.0,543746,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183653_1466370_13062025034456_WEB.xml,,12577.0,0.0,2663884.0,ADR/GDR/FCCB,14255.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Sunil Senan,2025-06-13 15:44:00,1183653,,0,0,0,0,ADR/GDR/FCCB,394.0,543747,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183653_1466370_13062025034456_WEB.xml,,14255.0,0.0,625489.0,ADR/GDR/FCCB,13861.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Umashankar Lakshmipathy,2025-06-13 15:44:00,1183653,,0,0,0,0,ADR/GDR/FCCB,2258.0,543748,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183653_1466370_13062025034456_WEB.xml,,5649.0,0.0,3584654.0,ADR/GDR/FCCB,7907.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Umashankar Lakshmipathy,2025-06-13 15:44:00,1183653,,0,0,0,0,ADR/GDR/FCCB,1110.0,543749,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183653_1466370_13062025034456_WEB.xml,,7907.0,0.0,1762164.0,ADR/GDR/FCCB,6797.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Upendra Kohli,2025-06-13 15:44:00,1183653,,0,0,0,0,ADR/GDR/FCCB,1830.0,543750,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183653_1466370_13062025034456_WEB.xml,,18651.0,0.0,2905189.0,ADR/GDR/FCCB,20481.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Upendra Kohli,2025-06-13 15:44:00,1183653,,0,0,0,0,ADR/GDR/FCCB,1830.0,543751,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183653_1466370_13062025034456_WEB.xml,,20481.0,0.0,2905189.0,ADR/GDR/FCCB,18651.0,0.0,,,,ESOP,,NA,
INFY,Infosys Limited,7(2),Satya Prakash Singh,2025-06-13 15:44:00,1183653,,0,0,0,0,ADR/GDR/FCCB,1961.0,543752,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183653_1466370_13062025034456_WEB.xml,,1961.0,0.0,3044329.0,ADR/GDR/FCCB,,0.0,,,,Market Sale,,NA,
