symbol,company,anex,acqName,date,pid,tkdAcqm,buyValue,sellValue,buyQuantity,sellquantity,secType,secAcq,did,tdpTransactionType,tdpDerivativeContractType,xbrl,personCategory,befAcqSharesNo,befAcqSharesPer,secVal,securitiesTypePost,afterAcqSharesNo,afterAcqSharesPer,acqfromDt,acqtoDt,intimDt,acqMode,derivativeType,exchange,remarks
M&M,Mahindra & Mahindra Limited,7(2),M&M Employees Welfare Fund No.3,2025-06-17 23:54:00,1183909,,0,0,0,0,Equity Shares,169600.0,544205,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183909_1467803_17062025115440_WEB.xml,Other,169600.0,0.01,510122880.0,Equity Shares,,0.0,,,,Off Market,,NA,
M&M,Mahindra & Mahindra Limited,7(2),M&M Employees Welfare Fund No.3,2025-06-17 23:54:00,1183909,,0,0,0,0,Equity Shares,169600.0,544206,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183909_1467803_17062025115440_WEB.xml,Other,,0.0,510122880.0,Equity Shares,169600.0,0.01,,,,Off Market,,NA,
M&M,Mahindra & Mahindra Limited,7(2),M & M Employees Welfare Fund No. 2,2025-06-17 23:50:00,1183907,,0,0,0,0,Equity Shares,413828.0,544201,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183907_1467800_17062025115051_WEB.xml,Other,413828.0,0.03,1244711858.0,Equity Shares,,0.0,,,,Off Market,,NA,
M&M,Mahindra & Mahindra Limited,7(2),M & M Employees Welfare Fund No. 2,2025-06-17 23:50:00,1183907,,0,0,0,0,Equity Shares,413828.0,544202,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183907_1467800_17062025115051_WEB.xml,Other,,0.0,1244711858.0,Equity Shares,413828.0,0.03,,,,Off Market,,NA,
M&M,Mahindra & Mahindra Limited,7(2),M & M Employees Welfare Fund No.1,2025-06-17 23:45:00,1183905,,0,0,0,0,Equity Shares,694312.0,544197,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183905_1467796_17062025114520_WEB.xml,Other,,0.0,2088351634.0,Equity Shares,694312.0,0.06,,,,Off Market,,NA,
M&M,Mahindra & Mahindra Limited,7(2),M & M Employees Welfare Fund No.1,2025-06-17 23:45:00,1183905,,0,0,0,0,Equity Shares,694312.0,544198,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183905_1467796_17062025114520_WEB.xml,Other,694312.0,0.06,2088351634.0,Equity Shares,,0.0,,,,Off Market,,NA,
TFCILTD,Tourism Finance Corporation of India Limited,7(2),Aditya Kumar Halwasiya,2025-06-17 21:57:00,1183903,,0,0,0,0,Equity Shares,100000.0,544194,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183903_1467771_17062025095718_WEB.xml,Director,16367642.0,17.68,21960000.0,Equity Shares,16467642.0,17.79,,,,Market Purchase,,NSE,
360ONE,360 ONE WAM LIMITED,7(2),VINEET RAMESH JAIN,2025-06-17 21:28:00,1183901,,0,0,0,0,Equity Shares,1000.0,544192,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183901_1467765_17062025092833_WEB.xml,Employees/Designated Employees,1000.0,0.0,1152266.0,Equity Shares,,0.0,,,,Market Sale,,NSE,
360ONE,360 ONE WAM LIMITED,7(2),Anshuman Maheshwary,2025-06-17 21:28:00,1183901,,0,0,0,0,Equity Shares,29402.0,544188,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183901_1467765_17062025092833_WEB.xml,Employees/Designated Employees,84554.0,0.02,32333673.0,Equity Shares,55152.0,0.02,,,,Market Sale,,NSE,
360ONE,360 ONE WAM LIMITED,7(2),Nikunj Kedia,2025-06-17 21:28:00,1183901,,0,0,0,0,Equity Shares,25000.0,544189,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183901_1467765_17062025092833_WEB.xml,Employees/Designated Employees,96948.0,0.03,28387293.0,Equity Shares,71948.0,0.02,,,,Market Sale,,NSE,
360ONE,360 ONE WAM LIMITED,7(2),Amar Thakkar,2025-06-17 21:28:00,1183901,,0,0,0,0,Equity Shares,1000.0,544190,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183901_1467765_17062025092833_WEB.xml,Employees/Designated Employees,6552.0,0.0,1118080.0,Equity Shares,5552.0,0.0,,,,Market Sale,,NSE,
360ONE,360 ONE WAM LIMITED,7(2),Deepak Gohil,2025-06-17 21:28:00,1183901,,0,0,0,0,Equity Shares,1000.0,544191,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183901_1467765_17062025092833_WEB.xml,Employees/Designated Employees,21000.0,0.0,1058250.0,Equity Shares,20000.0,0.0,,,,Market Sale,,NSE,
360ONE,360 ONE WAM LIMITED,7(2),Anshuman Maheshwary,2025-06-17 21:28:00,1183900,,0,0,0,0,Equity Shares,20598.0,544187,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183900_1467763_17062025092811_WEB.xml,Employees/Designated Employees,105152.0,0.03,22201760.0,Equity Shares,84554.0,0.02,,,,Market Sale,,NSE,
ADSL,Allied Digital Services Limited,7(2),Paresh Bipinchandra Shah,2025-06-17 19:37:00,1183894,,0,0,0,0,Equity Shares,15000.0,544180,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183894_1467742_17062025073702_WEB.xml,Key Managerial Personnel,53500.0,0.1,2750000.0,Equity Shares,38500.0,0.07,,,,Market Sale,,BSE,
RACE,Race Eco Chain Limited,7(2),PUJA MALIK,2025-06-17 19:17:00,1183892,,0,0,0,0,Equity Shares,10000.0,544178,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183892_1467734_17062025071709_WEB.xml,Immediate relative,998181.0,5.78,2529888.0,Equity Shares,1008181.0,5.84,,,,Market Purchase,,NSE,
ALPA,Alpa Laboratories Limited,7(2),Asha Chawla,2025-06-17 18:58:00,1183890,,0,0,0,0,Equity Shares,616000.0,544175,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183890_1467721_17062025065821_WEB.xml,Promoters,616700.0,2.93,0.0,Equity Shares,700.0,0.0,,,,Gift,,NA,
ALPA,Alpa Laboratories Limited,7(2),Paresh Chawla,2025-06-17 18:58:00,1183890,,0,0,0,0,Equity Shares,3521760.0,544176,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183890_1467721_17062025065821_WEB.xml,Promoters,3686450.0,17.52,0.0,Equity Shares,7208210.0,34.26,,,,Gift,,NA,
ALPA,Alpa Laboratories Limited,7(2),Mahendra Singh Chawla,2025-06-17 18:58:00,1183890,,0,0,0,0,Equity Shares,2905760.0,544174,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183890_1467721_17062025065821_WEB.xml,Promoters,2906760.0,13.82,0.0,Equity Shares,1000.0,0.01,,,,Gift,,NA,
CAPTRUST,Capital Trust Limited,7(2),Yogen Khosla,2025-06-17 18:42:00,1183886,,0,0,0,0,Equity Shares,152138.0,544164,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183886_1467709_17062025064244_WEB.xml,Promoters,5127007.0,30.14,14356353.0,Equity Shares,4974869.0,29.25,,,,Market Sale,,NSE,
CAPTRUST,Capital Trust Limited,7(2),Yogen Khosla,2025-06-17 18:42:00,1183886,,0,0,0,0,Equity Shares,95374.0,544163,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183886_1467709_17062025064244_WEB.xml,Promoters,5222381.0,30.7,9146568.0,Equity Shares,5127007.0,30.14,,,,Market Sale,,NSE,
JSL,Jindal Stainless Limited,7(2),JSL OVERSEAS HOLDING LTF,2025-06-17 18:33:00,1183884,,0,0,0,0,Equity Shares,681920.0,544160,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183884_1467695_17062025063312_WEB.xml,Promoter Group,132269227.0,16.06,492421809.0,Equity Shares,132951147.0,16.14,,,,Market Purchase,,NSE,
KPITTECH,KPIT Technologies Limited,7(2),Priyamvada Hardikar,2025-06-17 18:28:00,1183882,,0,0,0,0,Equity Shares,18400.0,544158,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183882_1467685_17062025062816_WEB.xml,Employees/Designated Employees,89736.0,0.03,24998433.0,Equity Shares,71336.0,0.03,,,,ESOP,,NSE,
JSL,Jindal Stainless Limited,7(2),ARTI JINDAL,2025-06-17 18:21:00,1183880,,0,0,0,0,Equity Shares,9097076.0,544154,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183880_1467678_17062025062150_WEB.xml,Promoter Group,10.0,0.0,0.0,Equity Shares,9097086.0,1.1,,,,Gift,,NA,
JSL,Jindal Stainless Limited,7(2),NAVEEN JINDAL,2025-06-17 18:21:00,1183880,,0,0,0,0,Equity Shares,14600481.0,544155,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183880_1467678_17062025062150_WEB.xml,Promoter Group,37666.0,0.0,0.0,Equity Shares,14638147.0,1.78,,,,Gift,,NA,
JSL,Jindal Stainless Limited,7(2),SAJJAN JINDAL AS TRUSTEE FOR SAJJAN JINDAL FAMILY TRUST,2025-06-17 18:21:00,1183880,,0,0,0,0,Equity Shares,1492773.0,544156,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183880_1467678_17062025062150_WEB.xml,Promoter Group,295.0,0.0,0.0,Equity Shares,1493068.0,0.18,,,,Gift,,NA,
JSL,Jindal Stainless Limited,7(2),SAVITRI DEVI JINDAL,2025-06-17 18:21:00,1183880,,0,0,0,0,Equity Shares,25190330.0,544153,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183880_1467678_17062025062150_WEB.xml,Promoter Group,25451621.0,3.09,0.0,Equity Shares,261291.0,0.03,,,,Gift,,NA,
KPITTECH,KPIT Technologies Limited,7(2),KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST,2025-06-17 17:41:00,1183877,,0,0,0,0,Equity Shares,18400.0,544147,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183877_1467661_17062025054136_WEB.xml,Other,2370196.0,0.86,24998433.0,Equity Shares,2351796.0,0.86,,,,ESOP,,NSE,
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,7(2),Shailesh Khaitan,2025-06-17 17:40:00,1183876,,0,0,0,0,Equity Shares,12200.0,544146,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183876_1467658_17062025054026_WEB.xml,Promoters,3571910.0,3.68,1046401.0,Equity Shares,3584110.0,3.69,,,,Market Purchase,,MSEI,
LALPATHLAB,Dr. Lal Path Labs Ltd.,7(2),Dr. Lal PathLabs Employees Welfare Trust,2025-06-17 17:06:00,1183873,,0,0,0,0,Equity Shares,1689.0,544140,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183873_1467631_17062025050604_WEB.xml,Other,354929.0,0.42,521392.0,Equity Shares,353240.0,0.42,,,,ESOP,,NA,
LALPATHLAB,Dr. Lal Path Labs Ltd.,7(2),PUNIT SHARMA,2025-06-17 17:06:00,1183873,,0,0,0,0,Equity Shares,186.0,544142,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183873_1467631_17062025050604_WEB.xml,Employees/Designated Employees,,0.0,1860.0,Equity Shares,186.0,0.0,,,,ESOP,,NA,
LALPATHLAB,Dr. Lal Path Labs Ltd.,7(2),PUNIT SHARMA,2025-06-17 17:06:00,1183873,,0,0,0,0,Equity Shares,186.0,544143,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183873_1467631_17062025050604_WEB.xml,Employees/Designated Employees,186.0,0.0,548542.0,Equity Shares,,0.0,,,,Market Sale,,NSE,
LALPATHLAB,Dr. Lal Path Labs Ltd.,7(2),Anupa Dixit,2025-06-17 17:06:00,1183873,,0,0,0,0,Equity Shares,625.0,544141,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183873_1467631_17062025050604_WEB.xml,Employees/Designated Employees,1250.0,0.0,6250.0,Equity Shares,1875.0,0.0,,,,ESOP,,NA,
INTLCONV,International Conveyors Limited,7(2),Elpro International Limited,2025-06-17 16:55:00,1183872,,0,0,0,0,Equity Shares,33688.0,544139,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183872_1467620_17062025045541_WEB.xml,Promoter Group,479803.0,0.76,2886519.0,Equity Shares,513491.0,0.81,,,,Market Purchase,,NSE,
HATSUN,Hatsun Agro Product Limited,7(2),Dr. Archana Narayanaswamy,2025-06-17 16:44:00,1183870,,0,0,0,0,Equity Shares,1353.0,544137,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183870_1467611_17062025044439_WEB.xml,Director,38230.0,0.02,1358412.0,Equity Shares,36877.0,0.02,,,,Market Sale,,NSE,
FSL,Firstsource Solutions Limited,7(2),Firstsource Employee Benefit Trust,2025-06-17 16:23:00,1183867,,0,0,0,0,Equity Shares,30050.0,544134,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183867_1467592_17062025042318_WEB.xml,Other,6647626.0,0.95,300500.0,Equity Shares,6617576.0,0.94,,,,Off Market,,NA,
INTLCONV,International Conveyors Limited,7(2),Elpro International Limited,2025-06-17 16:00:00,1183865,,0,0,0,0,Equity Shares,59941.0,544132,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183865_1467579_17062025040056_WEB.xml,Promoter Group,419862.0,0.66,5188247.0,Equity Shares,479803.0,0.76,,,,Market Purchase,,NSE,
NAUKRI,Info Edge (India) Limited,7(2),Info Edge Employees Stock Option Plan Trust,2025-06-17 16:00:00,1183864,,0,0,0,0,Equity Shares,25246.0,544131,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183864_1467577_17062025040024_WEB.xml,Other,727682.0,0.11,50492.0,Equity Shares,702436.0,0.11,,,,ESOP,,NA,
EMKAY,Emkay Global Financial Services Limited,7(2),Parag Morey,2025-06-17 15:17:00,1183860,,0,0,0,0,Equity Shares,7639.0,544123,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183860_1467532_17062025031723_WEB.xml,,35460.0,0.14,1876978.0,Equity Shares,27821.0,0.11,,,,Market Sale,,NSE,
EMKAY,Emkay Global Financial Services Limited,7(2),Parag Morey,2025-06-17 15:17:00,1183860,,0,0,0,0,Equity Shares,861.0,544124,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183860_1467532_17062025031723_WEB.xml,,27821.0,0.11,209687.0,Equity Shares,26960.0,0.1,,,,Market Sale,,BSE,
NIBL,NRB Industrial Bearings Limited,7(2),Jasmine Sahney,2025-06-17 15:05:00,1183858,,0,0,0,0,Equity Shares,58607.0,544120,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183858_1467515_17062025030531_WEB.xml,Promoters,58607.0,0.24,1751763.0,Equity Shares,,0.0,,,,Inter-se-Transfer,,NA,
NIBL,NRB Industrial Bearings Limited,7(2),Devesh Singh Sahney,2025-06-17 15:05:00,1183858,,0,0,0,0,Equity Shares,58607.0,544119,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183858_1467515_17062025030531_WEB.xml,Promoters,5122911.0,21.14,1751763.0,Equity Shares,5181518.0,21.38,,,,Inter-se-Transfer,,NA,
NIBL,NRB Industrial Bearings Limited,7(2),Anjana Thakker,2025-06-17 14:59:00,1183856,,0,0,0,0,Equity Shares,10392.0,544116,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183856_1467508_17062025025955_WEB.xml,Promoters,10392.0,0.04,286693.0,Equity Shares,,0.0,,,,Market Sale,,NSE,
KROSS,Kross Limited,7(2),SUDHIR RAI,2025-06-17 14:06:00,1183854,,0,0,0,0,Equity Shares,25000.0,544114,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183854_1467489_17062025020608_WEB.xml,Director,24486733.0,37.96,4712500.0,Equity Shares,24511733.0,38.0,,,,Market Purchase,,NSE,
CSLFINANCE,CSL Finance Limited,7(2),CSL Employee Welfare Trust,2025-06-17 14:01:00,1183852,,0,0,0,0,Equity Shares,1527.0,544112,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183852_1467486_17062025020121_WEB.xml,Other,302185.0,1.32,520451.0,Equity Shares,300658.0,1.31,,,,ESOP,,NSE,
DHRUV,Dhruv Consultancy Services Limited,7(2),Pandurang B Dandawate,2025-06-17 13:42:00,1183850,,0,0,0,0,Equity Shares,22.0,544109,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183850_1467482_17062025014205_WEB.xml,Promoters,4042023.0,21.31,1505.0,Equity Shares,4042045.0,21.31,,,,Market Purchase,,NSE,
DHRUV,Dhruv Consultancy Services Limited,7(2),Pandurang B Dandawate,2025-06-17 13:42:00,1183850,,0,0,0,0,Equity Shares,22.0,544110,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183850_1467482_17062025014205_WEB.xml,Promoters,4042045.0,21.31,1519.0,Equity Shares,4042067.0,21.31,,,,Market Purchase,,NSE,
DHRUV,Dhruv Consultancy Services Limited,7(2),Pandurang B Dandawate HUF,2025-06-17 13:35:00,1183848,,0,0,0,0,Equity Shares,22.0,544106,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183848_1467478_17062025013511_WEB.xml,Other,1369.0,0.01,1510.0,Equity Shares,1391.0,0.01,,,,Market Purchase,,NSE,
AFFLE,Affle 3i Limited,7(2),Affle (India) Limited Employees Welfare Trust,2025-06-17 13:19:00,1183846,,0,0,0,0,Equity Shares,1340.0,544104,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183846_1467473_17062025011935_WEB.xml,Other,106533.0,0.04,2544879.0,Equity Shares,105193.0,0.04,,,,ESOP,,NSE,
MANINFRA,Man Infraconstruction Limited,7(2),Mansi P. Shah,2025-06-17 13:13:00,1183844,,0,0,0,0,Equity Shares,65000.0,544102,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183844_1467468_17062025011310_WEB.xml,Promoters,59628308.0,15.89,10756200.0,Equity Shares,59693308.0,15.91,,,,Market Purchase,,NSE,
MANINFRA,Man Infraconstruction Limited,7(2),Parag K. Shah,2025-06-17 13:13:00,1183844,,0,0,0,0,Equity Shares,13000.0,544101,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183844_1467468_17062025011310_WEB.xml,Promoters,117572006.0,31.33,2131740.0,Equity Shares,117585006.0,31.33,,,,Market Purchase,,NSE,
NIITLTD,NIIT Limited,7(2),Sapnesh Kumar Lalla,2025-06-17 12:44:00,1183842,,0,0,0,0,Equity Shares,58000.0,544098,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183842_1467453_17062025124447_WEB.xml,Director,575052.0,0.42,2211540.0,Equity Shares,633052.0,0.47,,,,ESOP,,NA,
SHYAMCENT,Shyam Century Ferrous Limited,7(2),Bhawna Agarwal,2025-06-17 11:51:00,1183840,,0,0,0,0,Equity Shares,30000.0,544094,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183840_1467424_17062025115059_WEB.xml,Promoter Group,573587.0,0.27,219300.0,Equity Shares,543587.0,0.26,,,,Market Sale,,BSE,
SHYAMCENT,Shyam Century Ferrous Limited,7(2),Hari Prasad Agarwala & Ors.,2025-06-17 11:51:00,1183840,,0,0,0,0,Equity Shares,30000.0,544095,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183840_1467424_17062025115059_WEB.xml,Promoter Group,927864.0,0.44,218722.0,Equity Shares,897864.0,0.42,,,,Market Sale,,NSE,
SHYAMCENT,Shyam Century Ferrous Limited,7(2),Sumitra Devi Agarwal,2025-06-17 11:51:00,1183840,,0,0,0,0,Equity Shares,30000.0,544093,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183840_1467424_17062025115059_WEB.xml,Promoter Group,629799.0,0.3,218700.0,Equity Shares,599799.0,0.28,,,,Market Sale,,NSE,
SHYAMCENT,Shyam Century Ferrous Limited,7(2),Rajesh Kumar Agarwal,2025-06-17 11:51:00,1183840,,0,0,0,0,Equity Shares,30000.0,544096,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183840_1467424_17062025115059_WEB.xml,Promoters,2457510.0,1.16,218700.0,Equity Shares,2427510.0,1.14,,,,Market Sale,,NSE,
RGL,Renaissance Global Limited,7(2),Kalapan N. Shah,2025-06-17 11:44:00,1183838,,0,0,0,0,Equity Shares,2223800.0,544088,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183838_1467415_17062025114458_WEB.xml,Promoter Group,,0.0,0.0,Equity Shares,2223800.0,2.07,,,,Gift,,NA,
RGL,Renaissance Global Limited,7(2),Sumit Shah,2025-06-17 11:44:00,1183838,,0,0,0,0,Equity Shares,2223800.0,544087,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183838_1467415_17062025114458_WEB.xml,Promoters,3439630.0,3.21,0.0,Equity Shares,1215830.0,1.13,,,,Gift,,NA,
USHAMART,Usha Martin Limited,7(2),PETERHOUSE INVESTMENTS LIMITED,2025-06-17 11:21:00,1183836,,0,0,0,0,Equity Shares,500000.0,544084,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183836_1467403_17062025112148_WEB.xml,Promoter Group,5500000.0,1.8,154470000.0,Equity Shares,5000000.0,1.64,,,,Market Sale,,NSE,
DPSCLTD,DPSC Limited,7(2),Aksara Commercial Private Limited,2025-06-17 10:59:00,1183833,,0,0,0,0,Equity Shares,63879.0,544080,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183833_1467388_17062025105953_WEB.xml,Promoter Group,62320045.0,6.4,874134.0,Equity Shares,62256166.0,6.39,,,,Market Sale,,NSE,
RUCHINFRA,Ruchi Infrastructure Limited,7(2),Vishesh Shahra,2025-06-16 20:33:00,1183830,,0,0,0,0,Equity Shares,216413.0,544076,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183830_1467333_16062025083343_WEB.xml,Promoter Group,216413.0,0.09,1875318.0,Equity Shares,,0.0,,,,Market Sale,,BSE,
RUCHINFRA,Ruchi Infrastructure Limited,7(2),Vishesh Shahra,2025-06-16 20:33:00,1183830,,0,0,0,0,Equity Shares,1177443.0,544075,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183830_1467333_16062025083343_WEB.xml,Promoter Group,1393856.0,0.59,9824626.0,Equity Shares,216413.0,0.09,,,,Market Sale,,NSE,
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,7(2),AJIT KRISHNAKUMAR,2025-06-16 20:12:00,1183828,,0,0,0,0,Equity Shares,4368.0,544072,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183828_1467323_16062025081252_WEB.xml,Director,,0.0,4868573.0,Equity Shares,4368.0,0.0,,,,ESOP,,NA,
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,7(2),Punit Gupta,2025-06-16 20:12:00,1183828,,0,0,0,0,Equity Shares,2048.0,544071,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183828_1467323_16062025081252_WEB.xml,Employees/Designated Employees,2115.0,0.0,2307482.0,Equity Shares,4163.0,0.0,,,,ESOP,,NA,
KARURVYSYA,Karur Vysya Bank Limited,7(2),B Ramesh Babu,2025-06-16 20:06:00,1183826,,0,0,0,0,Equity Shares,20000.0,544068,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183826_1467317_16062025080610_WEB.xml,Director,141177.0,0.02,4819244.0,Equity Shares,121177.0,0.02,,,,Market Sale,,NSE,
CINELINE,Cineline India Limited,7(2),Vrutuant Benefit Trust,2025-06-16 18:57:00,1183824,,0,0,0,0,Equity Shares,2300000.0,544066,Pledge Revoke,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183824_1467280_16062025065739_WEB.xml,Promoter Group,3068800.0,8.96,211163000.0,Equity Shares,3068800.0,8.96,,,,Revokation of Pledge,,NA,
CINELINE,Cineline India Limited,7(2),Ashish Benefit Trust,2025-06-16 18:55:00,1183822,,0,0,0,0,Equity Shares,2300000.0,544064,Pledge Revoke,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183822_1467275_16062025065546_WEB.xml,Promoter Group,3068800.0,8.96,211163000.0,Equity Shares,3068800.0,8.96,,,,Revokation of Pledge,,NA,
JKCEMENT,JK Cement Limited,7(2),KALPANA SINGHANIA,2025-06-16 18:49:00,1183820,,0,0,0,0,Equity Shares,1000.0,544062,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183820_1467269_16062025064916_WEB.xml,Promoter Group,337425.0,0.43,0.0,Equity Shares,336425.0,0.43,,,,Gift,,NA,
HMAAGRO,Hma Agro Industries Limited,7(2),Gulzar Ahmad,2025-06-16 18:47:00,1183818,,0,0,0,0,Equity Shares,440000.0,544060,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183818_1467261_16062025064725_WEB.xml,Promoters,65594530.0,13.1,14136619.0,Equity Shares,65154530.0,13.01,,,,Market Sale,,NSE,
GENUSPOWER,Genus Power Infrastructures Limited,7(2),Kailash Chandra Agarwal,2025-06-16 18:42:00,1183816,,0,0,0,0,Equity Shares,800000.0,544057,Pledge Revoke,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183816_1467253_16062025064247_WEB.xml,Director,12398356.0,4.08,313680000.0,Equity Shares,12398356.0,4.08,,,,Revokation of Pledge,,NA,
GENUSPOWER,Genus Power Infrastructures Limited,7(2),Kailash Chandra Agarwal,2025-06-16 18:42:00,1183816,,0,0,0,0,Equity Shares,800000.0,544058,Pledge Revoke,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183816_1467253_16062025064247_WEB.xml,Promoters,12398356.0,4.08,313680000.0,Equity Shares,12398356.0,4.08,,,,Revokation of Pledge,,NA,
M&M,Mahindra & Mahindra Limited,7(2),Ramesh Ramachandran,2025-06-16 18:42:00,1183815,,0,0,0,0,Equity Shares,4725.0,544056,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183815_1467250_16062025064235_WEB.xml,Employees/Designated Employees,5814.0,0.0,14203350.0,Equity Shares,10539.0,0.0,,,,ESOP,,NA,
WIPRO,Wipro Limited,7(2),Ritesh Kumar Mangal,2025-06-16 18:31:00,1183813,,0,0,0,0,ADR/GDR/FCCB,39102.0,544054,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183813_1467237_16062025063126_WEB.xml,Employees/Designated Employees,39102.0,0.0,10115705.0,ADR/GDR/FCCB,,0.0,,,,Market Sale,,NA,
CINELINE,Cineline India Limited,7(2),Himanshu Kanakia,2025-06-16 18:26:00,1183811,,0,0,0,0,Equity Shares,704000.0,544052,Pledge Revoke,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183811_1467223_16062025062635_WEB.xml,Promoters,1273824.0,3.72,64634240.0,Equity Shares,1273824.0,3.72,,,,Revokation of Pledge,,NA,
MGEL,Mangalam Global Enterprise Limited,7(2),Praveen Kumar Gupta,2025-06-16 18:23:00,1183809,,0,0,0,0,Equity Shares,30000.0,544050,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183809_1467210_16062025062338_WEB.xml,Director,438500.0,0.13,450000.0,Equity Shares,408500.0,0.12,,,,Market Sale,,NSE,
CINELINE,Cineline India Limited,7(2),Rasesh  Kanakia,2025-06-16 18:20:00,1183807,,0,0,0,0,Equity Shares,350000.0,544048,Pledge Revoke,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183807_1467200_16062025062026_WEB.xml,Promoters,1273924.0,3.72,32133500.0,Equity Shares,1273924.0,3.72,,,,Revokation of Pledge,,NA,
